0,0,0,0,0,0
1,2,3,0,80,U
2,1,3,0,60,U
3,2,4,0,40,L
4,3,2,0,20,RO
5,3,1,0,10,RO
6,4,2,0,75,RO
7,4,5,0,40,LO
8,2,2,0,10,R
9,3,4,0,60,LO
10,4,3,0,60,O
